Date,Open,High,Low,Close,Adj Close,Volume
12/16/2021,15.356,15.44,14.18,14.27,14.27,43018000
12/17/2021,14.08,14.77,13.66,14.65,14.65,44408700
12/20/2021,14.48,15.21,14.28,14.59,14.59,31658600
12/21/2021,14.87,15.17,14.72,14.97,14.97,27695600
12/22/2021,14.86,15.37,14.73,14.99,14.99,24332100
12/23/2021,14.981,15.19,14.73,15.09,15.09,19824000
12/27/2021,15.11,15.49,14.85,15.39,15.39,19826700
12/28/2021,15.28,15.49,14.67,14.85,14.85,24049700
12/29/2021,14.831,14.833,14.18,14.47,14.47,20899600
12/30/2021,14.505,16.35,14.5,15.95,15.95,41348700
12/31/2021,15.925,16.49,15.74,15.81,15.81,30798200
1/3/2022,16.1,16.129999,15.45,15.68,15.68,27500900
1/4/2022,15.61,15.861,14.59,15.05,15.05,34175900
1/5/2022,14.88,15.23,14.04,14.1,14.1,35103100
1/6/2022,14.016,14.27,13.01,13.78,13.78,46269400
1/7/2022,13.821,14.4,13.62,13.74,13.74,28716200
1/10/2022,13.455,13.49,12.82,13.37,13.37,37040300
1/11/2022,13.295,14.14,13.25,13.94,13.94,24517400
1/12/2022,14.3,14.42,13.75,13.86,13.86,24842400
1/13/2022,14,14.04,13.055,13.09,13.09,29900800
1/14/2022,12.952,13.32,12.66,13.2,13.2,32460700
1/18/2022,12.8,13.11,12.02,12.06,12.06,50314700
1/19/2022,14.37,14.39,13.37,13.71,13.71,186755800
1/20/2022,14.27,16.469999,14.01,15,15,268936000
1/21/2022,14.985,14.985,13.64,13.89,13.89,135687400
1/24/2022,13.01,13.35,11.83,13.3,13.3,136949000
1/25/2022,12.746,13.45,12.58,12.76,12.76,72818300
1/26/2022,13.14,13.86,12.45,12.58,12.58,83654000
1/27/2022,12.72,12.79,11.27,11.36,11.36,83981800
1/28/2022,11.34,11.34,10.51,11.1,11.1,78767700
1/31/2022,11.2,12.495,11.05,12.48,12.48,73077100
2/1/2022,12.682,13.55,12.37,13.27,13.27,89022400
2/2/2022,13.03,13.06,11.9,12.16,12.16,73581200
2/3/2022,11.77,12.22,11.38,11.57,11.57,55485600
2/4/2022,11.54,12.075,11.16,11.89,11.89,46870800
2/7/2022,11.932,12.4,11.662,11.72,11.72,37906200
2/8/2022,11.72,12.15,11.53,12.13,12.13,32936100
2/9/2022,12.41,12.99,12.19,12.86,12.86,47536700
2/10/2022,12.425,13.41,12.29,12.39,12.39,57391400
2/11/2022,12.725,13.25,12.29,12.4,12.4,76947100
2/14/2022,12.588,12.87,11.92,12,12,73358600
2/15/2022,12.26,12.637,11.97,12.58,12.58,51170300
2/16/2022,12.61,13.28,12.603,13.08,13.08,58488200
2/17/2022,12.91,13.17,12.15,12.18,12.18,44690000
2/18/2022,12.174,12.23,11.17,11.39,11.39,59994500
2/22/2022,11.03,11.16,10.19,10.26,10.26,76018700
2/23/2022,10.679,10.69,9.82,9.82,9.82,62010000
2/24/2022,8.86,10.38,8.82,10.33,10.33,76026500
2/25/2022,10.47,10.72,9.97,10.67,10.67,46588100
2/28/2022,10.68,11.76,10.67,11.45,11.45,64380500
3/1/2022,11.96,11.98,11.2,11.2,11.2,107850300
3/2/2022,12.95,13,11.51,11.58,11.58,147527000
3/3/2022,11.49,11.51,10.614,10.69,10.69,70875700
3/4/2022,10.642,11.01,9.92,10,10,63130700
3/7/2022,9.975,10.22,9.59,9.62,9.62,54287700
3/8/2022,9.51,10.089,9.28,9.72,9.72,50878200
3/9/2022,9.96,10.09,9.645,9.87,9.87,53891100
3/10/2022,9.71,9.82,9.18,9.41,9.41,47638400
3/11/2022,9.51,9.537,8.52,8.55,8.55,71568500
3/14/2022,8.45,8.45,7.735,7.93,7.93,75632700
3/15/2022,7.96,8.29,7.79,8.2,8.2,52317400
3/16/2022,8.08,8.76,8.05,8.57,8.57,84406700
3/17/2022,8.55,9.08,8.38,8.91,8.91,67654100
3/18/2022,8.92,9.975,8.82,9.87,9.87,66667100
3/21/2022,9.82,9.93,9.33,9.57,9.57,39791700
3/22/2022,9.56,10.06,9.25,9.72,9.72,56998400
3/23/2022,9.6,9.78,9.325,9.37,9.37,38946300
3/24/2022,9.4,9.509,9.07,9.47,9.47,30175800
3/25/2022,9.42,9.42,8.91,9.01,9.01,42524700
3/28/2022,9.03,9.28,8.84,9.25,9.25,33300900
3/29/2022,9.25,10.21,9.22,10.14,10.14,72805100
3/30/2022,10.03,10.57,9.632,9.77,9.77,59785700
3/31/2022,9.82,9.87,9.42,9.45,9.45,33702800
4/1/2022,9.47,9.62,9.21,9.33,9.33,29654500
4/4/2022,9.42,10.03,9.4,9.77,9.77,34363300
4/5/2022,9.83,10.095,9.09,9.12,9.12,47197100
4/6/2022,8.98,9.03,8.46,8.75,8.75,56769400
4/7/2022,8.275,8.385,7.64,8.12,8.12,109248300
4/8/2022,8.07,8.1,7.78,7.87,7.87,39037800
4/11/2022,7.7,7.93,7.56,7.72,7.72,37461600
4/12/2022,7.81,8.09,7.37,7.48,7.48,58650300
4/13/2022,7.45,7.68,7.24,7.61,7.61,39309500
4/14/2022,7.66,7.66,7.22,7.26,7.26,42198000
4/18/2022,7.26,7.315,6.97,7.13,7.13,50207800
4/19/2022,7.11,7.58,7.05,7.41,7.41,39488900
4/20/2022,7.36,7.36,6.93,6.95,6.95,56574300
4/21/2022,7.03,7.11,6.48,6.6,6.6,66530900
4/22/2022,6.6,6.68,6.32,6.39,6.39,45591900
4/25/2022,6.27,6.61,6.23,6.55,6.55,37571500
4/26/2022,6.5,6.5,6.14,6.29,6.29,49526100
4/27/2022,6.25,6.46,6.09,6.15,6.15,42697500
4/28/2022,6.3,6.54,6.02,6.45,6.45,46069000
4/29/2022,6.37,6.75,6.1,6.12,6.12,33526800
5/2/2022,6.105,6.34,6.01,6.33,6.33,43738400
5/3/2022,6.28,6.42,6.18,6.4,6.4,27381700
5/4/2022,6.36,7.17,6.2,7.14,7.14,77128300
5/5/2022,7.05,7.11,6.57,6.83,6.83,46638700
5/6/2022,6.82,6.87,6.345,6.44,6.44,50526800
5/9/2022,6.23,6.39,5.79,5.97,5.97,51638700
5/10/2022,5.75,5.8,4.82,5.25,5.25,125633800
5/11/2022,5.21,5.61,4.95,5.49,5.49,76698100
5/12/2022,5.31,5.79,5.05,5.66,5.66,66310000
5/13/2022,6.08,6.86,6.01,6.75,6.75,74842000
5/16/2022,7.02,7.235,6.835,6.91,6.91,60528400
5/17/2022,7.09,7.34,6.96,7.05,7.05,54578600
5/18/2022,6.93,7.56,6.8,7.23,7.23,54156900
5/19/2022,7.25,7.99,7.15,7.75,7.75,57737200
5/20/2022,8.02,8.04,7.13,7.49,7.49,56792900
5/23/2022,7.36,7.49,7.1,7.27,7.27,33054600
5/24/2022,7.07,7.15,6.62,6.72,6.72,38264600
5/25/2022,6.74,7.16,6.678,7.01,7.01,35566800
5/26/2022,7.07,7.39,6.905,7.14,7.14,35132100
5/27/2022,7.29,7.68,7.19,7.55,7.55,38264400
5/31/2022,7.495,7.7,7.26,7.48,7.48,61518900
6/1/2022,7.495,7.62,6.95,7.05,7.05,36804600
6/2/2022,7.04,7.42,6.955,7.42,7.42,28783000
6/3/2022,7.15,7.25,6.89,6.98,6.98,29389200
6/6/2022,7.08,7.265,6.77,6.86,6.86,39384000
6/7/2022,6.75,6.9,6.671,6.86,6.86,26378400
6/8/2022,6.78,6.97,6.61,6.66,6.66,30467700
6/9/2022,6.68,6.69,6.11,6.11,6.11,35450400
6/10/2022,5.97,6.25,5.85,5.94,5.94,37492800
6/13/2022,5.61,5.738,5.345,5.61,5.61,51080200
6/14/2022,5.75,6.038,5.72,5.925,5.925,39077700
6/15/2022,5.95,6.17,5.682,5.94,5.94,59845400
6/16/2022,5.71,5.84,5.44,5.47,5.47,32073700
6/17/2022,5.57,5.85,5.51,5.7,5.7,53969200
6/21/2022,5.82,5.979,5.72,5.72,5.72,32297200
6/22/2022,5.62,5.82,5.54,5.6,5.6,34436600
6/23/2022,5.65,5.92,5.625,5.78,5.78,28993800
6/24/2022,5.88,6.18,5.79,6.13,6.13,87590000
6/27/2022,6.1,6.21,5.85,5.93,5.93,26805000
6/28/2022,5.93,5.97,5.5,5.56,5.56,31351800
6/29/2022,5.52,5.55,5.34,5.54,5.54,32700600
6/30/2022,5.43,5.51,5.23,5.27,5.27,27760700
7/1/2022,5.26,5.485,5.17,5.41,5.41,21703300
7/5/2022,5.33,5.84,5.14,5.84,5.84,28258400
7/6/2022,5.8,6.1,5.78,5.9,5.9,25041500
7/7/2022,5.9,6.28,5.85,6.26,6.26,30799700
7/8/2022,6,6.37,5.93,6.19,6.19,26898900
7/11/2022,6.035,6.09,5.82,6.01,6.01,18679700
7/12/2022,6.02,6.23,5.9,6.04,6.04,18008300
7/13/2022,5.85,6.06,5.75,5.95,5.95,25769500
7/14/2022,5.88,5.97,5.76,5.91,5.91,17285100
7/15/2022,6.04,6.3,5.93,6.29,6.29,22335800
7/18/2022,6.33,6.595,6.31,6.35,6.35,20005800
7/19/2022,6.48,6.63,6.27,6.62,6.62,21273600
7/20/2022,6.69,7.08,6.66,6.97,6.97,24765700
7/21/2022,6.975,7.15,6.9,7.04,7.04,19858400
7/22/2022,7.05,7.06,6.52,6.62,6.62,21258200
7/25/2022,6.57,6.61,6.37,6.46,6.46,14153800
7/26/2022,6.37,6.37,6.12,6.14,6.14,16325700
7/27/2022,6.25,6.47,6.19,6.44,6.44,17437400
7/28/2022,6.45,6.56,6.09,6.3,6.3,21965900
7/29/2022,6.27,6.37,6.15,6.31,6.31,19058700
8/1/2022,6.27,6.41,6.14,6.36,6.36,21109900
8/2/2022,6.34,6.63,6.31,6.41,6.41,49460900
8/3/2022,7.28,8.42,7.05,8.23,8.23,147719800
8/4/2022,8.17,8.52,7.86,8.23,8.23,61791900
8/5/2022,8.02,8.26,7.82,7.96,7.96,43574400
8/8/2022,8.14,8.49,7.88,7.98,7.98,56810700
8/9/2022,7.7,7.76,7.25,7.39,7.39,50017000
8/10/2022,7.78,7.95,7.51,7.81,7.81,51807800
8/11/2022,8.08,8.14,7.365,7.42,7.42,65326100
8/12/2022,7.53,7.7,7.3,7.65,7.65,35779800
8/15/2022,7.57,7.7,7.39,7.62,7.62,38003000
8/16/2022,7.5,7.809,7.19,7.58,7.58,56783500
8/17/2022,7.43,7.45,6.82,6.88,6.88,75554900
8/18/2022,6.95,6.96,6.62,6.68,6.68,38842700
8/19/2022,6.52,6.53,6.27,6.33,6.33,47048200
8/22/2022,6.15,6.33,6.01,6.1,6.1,41817600
8/23/2022,6.15,6.25,6.01,6.17,6.17,55901700
8/24/2022,6.695,6.87,6.37,6.45,6.45,114014000
8/25/2022,6.63,6.72,6.39,6.69,6.69,53630800
8/26/2022,6.86,6.89,6.12,6.18,6.18,74661000
8/29/2022,6.09,6.226,5.97,6,6,55367700
8/30/2022,6.08,6.13,5.81,5.91,5.91,38113900
8/31/2022,5.97,6.08,5.87,5.92,5.92,32515900
9/1/2022,5.815,5.86,5.61,5.85,5.85,34316400
9/2/2022,5.99,6,5.7,5.74,5.74,29739700
9/6/2022,5.75,5.79,5.57,5.65,5.65,28734800
9/7/2022,5.6,5.85,5.57,5.82,5.82,25290200
9/8/2022,5.69,6.19,5.68,6.19,6.19,38945300
9/9/2022,6.23,6.34,6.17,6.33,6.33,30872900
9/12/2022,6.35,6.49,6.29,6.41,6.41,28634000
9/13/2022,6.02,6.14,5.79,5.84,5.84,44931900
9/14/2022,6.06,6.19,5.9,6.17,6.17,62819300
9/15/2022,6.13,6.65,6.1,6.41,6.41,58733500
9/16/2022,6.235,6.27,6.01,6.05,6.05,44028900
9/19/2022,5.95,6.1,5.89,6.08,6.08,30714100
9/20/2022,6,6.12,5.88,5.89,5.89,27278200
9/21/2022,5.89,6.04,5.69,5.69,5.69,36073900
9/22/2022,5.72,5.79,5.36,5.36,5.36,41535300
9/23/2022,5.26,5.37,5.16,5.31,5.31,40071900
9/26/2022,5.3,5.51,5.08,5.08,5.08,65463200
9/27/2022,5.23,5.33,5,5.08,5.08,35622200
9/28/2022,5.08,5.28,5.04,5.25,5.25,29843200
9/29/2022,5.12,5.16,4.79,4.84,4.84,56776400
9/30/2022,4.82,5.09,4.81,4.88,4.88,33884400
10/3/2022,4.94,5.22,4.81,5.13,5.13,33619400
10/4/2022,5.265,5.46,5.25,5.4,5.4,37930500
10/5/2022,5.27,5.32,5.07,5.28,5.28,36209300
10/6/2022,5.27,5.47,5.17,5.29,5.29,28449200
10/7/2022,5.13,5.15,4.96,5.01,5.01,27856200
10/10/2022,5.01,5.035,4.91,4.97,4.97,22211500
10/11/2022,4.95,5.17,4.77,5,5,35828900
10/12/2022,4.98,5.12,4.88,5.08,5.08,26339800
10/13/2022,4.89,5.22,4.84,5.09,5.09,32629000
10/14/2022,5.19,5.28,4.81,4.81,4.81,35776200
10/17/2022,4.95,5.1,4.85,5.07,5.07,33347900
10/18/2022,5.25,5.35,5.15,5.25,5.25,37401900
10/19/2022,5.21,5.22,4.97,4.99,4.99,35412300
10/20/2022,4.975,5.19,4.96,5.01,5.01,30718900
10/21/2022,4.97,5.16,4.9,5.15,5.15,33980000
10/24/2022,5.14,5.2,4.97,5.17,5.17,32703200
10/25/2022,5.2,5.68,5.19,5.66,5.66,49264000
10/26/2022,5.525,5.77,5.5,5.54,5.54,37510600
10/27/2022,5.62,5.66,5.344,5.35,5.35,26942700
10/28/2022,5.37,5.47,5.29,5.45,5.45,28751000
10/31/2022,5.56,5.67,5.36,5.44,5.44,61549200
11/1/2022,6.46,6.47,5.67,5.73,5.73,159097200
11/2/2022,5.675,5.7,5.03,5.12,5.12,106803800
11/3/2022,5.03,5.39,5.01,5.36,5.36,55484100
11/4/2022,5.495,5.51,5.06,5.18,5.18,53554200
11/7/2022,5.23,5.285,5.12,5.18,5.18,39915100
11/8/2022,5.18,5.3,5.05,5.1,5.1,48009700
11/9/2022,5.03,5.06,4.94,4.98,4.98,45924000
11/10/2022,5.27,5.44,5.09,5.34,5.34,69817600
11/11/2022,5.32,6,5.32,5.95,5.95,84353300
11/14/2022,5.89,6.05,5.72,5.86,5.86,47833200
11/15/2022,6.1,6.13,5.8,5.85,5.85,59806400
11/16/2022,5.77,5.77,5.47,5.53,5.53,43267800
11/17/2022,5.34,5.51,5.28,5.38,5.38,34036700
11/18/2022,5.48,5.49,5.16,5.18,5.18,36633900
11/21/2022,5.13,5.19,4.8,4.87,4.87,99355000
11/22/2022,4.9,4.9,4.6,4.64,4.64,76694100
11/23/2022,4.67,4.708,4.53,4.66,4.66,58395300
11/25/2022,4.67,4.67,4.51,4.6,4.6,28016500
11/28/2022,4.54,4.63,4.41,4.45,4.45,46991100
11/29/2022,4.46,4.57,4.442,4.56,4.56,40676700
11/30/2022,4.55,4.85,4.52,4.83,4.83,49235500
12/1/2022,4.86,4.91,4.67,4.74,4.74,34842000
12/2/2022,4.6,4.7,4.52,4.7,4.7,23866400
12/5/2022,4.7,4.73,4.47,4.53,4.53,28384800
12/6/2022,4.54,4.55,4.26,4.32,4.32,41048400
12/7/2022,4.3,4.37,4.24,4.3,4.3,21933400
12/8/2022,4.35,4.43,4.25,4.4,4.4,19767400
12/9/2022,4.36,4.4,4.31,4.34,4.34,16804200
12/12/2022,4.31,4.48,4.27,4.45,4.45,23353200
12/13/2022,4.69,4.77,4.35,4.43,4.43,33682400
12/14/2022,4.57,4.92,4.53,4.7,4.7,68775700
12/15/2022,4.58,4.76,4.5,4.63,4.63,37157400
12/16/2022,4.58,4.68,4.5,4.64,4.64,31419300
12/19/2022,4.66,4.66,4.4,4.43,4.43,27122400
12/20/2022,4.53,4.76,4.45,4.57,4.57,34033400
12/21/2022,4.65,4.73,4.56,4.64,4.64,24848900
12/22/2022,4.58,4.625,4.37,4.58,4.58,30665900
12/23/2022,4.55,4.62,4.461,4.61,4.61,19435300
12/27/2022,4.55,4.58,4.35,4.39,4.39,24110700
12/28/2022,4.38,4.43,4.24,4.37,4.37,35043300
12/29/2022,4.4,4.63,4.32,4.59,4.59,33261900
12/30/2022,4.49,4.65,4.45,4.61,4.61,28240200
1/3/2023,4.65,4.75,4.43,4.5,4.5,29303200
1/4/2023,4.54,4.88,4.495,4.77,4.77,48731400
1/5/2023,4.66,4.73,4.56,4.63,4.63,30512000
1/6/2023,4.66,4.695,4.49,4.62,4.62,31589500
1/9/2023,4.67,5,4.67,4.82,4.82,50435000
1/10/2023,4.8,5.13,4.78,5.12,5.12,42334400
1/11/2023,5.15,5.19,4.98,5.15,5.15,41602100
1/12/2023,5.19,5.38,4.99,5.36,5.36,49408800
1/13/2023,5.225,5.49,5.19,5.44,5.44,32477100
1/17/2023,5.45,5.72,5.36,5.64,5.64,37801400
1/18/2023,5.65,5.7,5.48,5.56,5.56,38396700
1/19/2023,5.41,5.53,5.31,5.41,5.41,32006500
1/20/2023,5.485,5.75,5.431,5.67,5.67,31135600
1/23/2023,5.71,5.89,5.63,5.87,5.87,39018500
1/24/2023,5.775,6,5.73,5.79,5.79,32563800
1/25/2023,5.64,5.87,5.54,5.79,5.79,30127800
1/26/2023,5.9,5.94,5.65,5.71,5.71,29992300
1/27/2023,5.69,6.04,5.63,5.94,5.94,48503500
1/30/2023,6.59,7.005,6.37,6.68,6.68,164184300
1/31/2023,6.66,6.95,6.51,6.93,6.93,68287100
2/1/2023,6.93,7.47,6.86,7.38,7.38,75445300
2/2/2023,7.67,8.24,7.45,7.72,7.72,106231100
2/3/2023,7.4,7.985,7.31,7.46,7.46,55989100
2/6/2023,7.35,7.64,7.26,7.41,7.41,41269900
2/7/2023,7.37,7.45,7.14,7.38,7.38,40804000
2/8/2023,7.32,7.495,7.19,7.2,7.2,25636300
2/9/2023,7.27,7.365,6.84,6.89,6.89,50352400
2/10/2023,6.76,6.89,6.64,6.81,6.81,37285300
2/13/2023,6.75,6.9,6.68,6.76,6.76,23626800
2/14/2023,6.66,6.82,6.43,6.74,6.74,28449700
2/15/2023,6.82,7.29,6.8,7.25,7.25,35683800
2/16/2023,7.074,7.28,6.95,6.98,6.98,30458000
2/17/2023,6.89,6.96,6.51,6.62,6.62,30999500
2/21/2023,6.46,6.57,6.33,6.42,6.42,26332900
2/22/2023,6.4,6.58,6.37,6.54,6.54,22778900
2/23/2023,6.65,6.69,6.39,6.55,6.55,19210200
2/24/2023,6.38,6.45,6.31,6.38,6.38,16954200
2/27/2023,6.45,6.5,6.342,6.42,6.42,19082100
2/28/2023,6.46,6.7,6.45,6.6,6.6,17430600
3/1/2023,6.58,6.62,6.43,6.44,6.44,19827300
3/2/2023,6.3,6.51,6.23,6.45,6.45,18003500
3/3/2023,6.48,6.79,6.46,6.72,6.72,25456400
3/6/2023,6.8,6.97,6.67,6.68,6.68,26214300
3/7/2023,6.71,6.71,6.42,6.51,6.51,28344300
3/8/2023,6.48,6.6,6.382,6.47,6.47,16558600
3/9/2023,6.42,6.555,6.065,6.09,6.09,27793300
3/10/2023,5.9,5.92,5.21,5.58,5.58,86809700
3/13/2023,5.46,5.57,5.1,5.49,5.49,59761300
3/14/2023,5.69,5.74,5.43,5.55,5.55,36750400
3/15/2023,5.335,5.46,5.275,5.41,5.41,34260500
3/16/2023,5.35,5.54,5.28,5.45,5.45,25128700
3/17/2023,5.47,5.54,5.33,5.46,5.46,27173200
3/20/2023,5.47,5.54,5.19,5.22,5.22,33271400
3/21/2023,5.35,5.6,5.32,5.57,5.57,29210300
3/22/2023,5.79,6.03,5.54,5.56,5.56,62273300
3/23/2023,5.65,5.88,5.57,5.78,5.78,35687800
3/24/2023,5.675,5.83,5.64,5.74,5.74,18657400
3/27/2023,5.82,5.88,5.73,5.76,5.76,24284700
3/28/2023,5.74,5.79,5.51,5.59,5.59,23185400
3/29/2023,5.69,5.92,5.65,5.75,5.75,28461800
3/30/2023,5.87,5.93,5.62,5.72,5.72,25094700
3/31/2023,5.75,6.17,5.67,6.07,6.07,41786800
4/3/2023,6.14,6.275,5.94,6.03,6.03,32121400
4/4/2023,6.1,6.1,5.835,5.89,5.89,19465200
4/5/2023,5.87,5.87,5.58,5.74,5.74,30541900
4/6/2023,5.7,5.81,5.61,5.75,5.75,25308100
4/10/2023,5.69,5.92,5.66,5.91,5.91,21151200
4/11/2023,5.91,6.02,5.86,5.97,5.97,26455400
4/12/2023,6.06,6.06,5.67,5.82,5.82,35905000
4/13/2023,5.91,5.98,5.824,5.86,5.86,20527100
4/14/2023,5.99,6.03,5.77,5.92,5.92,24086000
4/17/2023,5.89,6,5.81,5.96,5.96,24908100
4/18/2023,6,6.02,5.895,5.98,5.98,17036300
4/19/2023,5.9,6.1,5.87,6.08,6.08,18337500
4/20/2023,5.98,6.045,5.88,5.92,5.92,18844900
4/21/2023,5.9,5.99,5.85,5.94,5.94,16723200
4/24/2023,5.92,5.95,5.79,5.83,5.83,20058000
4/25/2023,5.775,5.84,5.72,5.75,5.75,21036200
4/26/2023,5.81,5.88,5.66,5.67,5.67,24210900
4/27/2023,5.77,6.19,5.75,6.06,6.06,43199900
4/28/2023,6.15,6.3,5.94,6.23,6.23,55605100
5/1/2023,6.52,6.54,5.46,5.47,5.47,125423700
5/2/2023,5.26,5.3,4.72,4.905,4.905,115499500
5/3/2023,4.97,5.079,4.75,4.85,4.85,64212800
5/4/2023,4.78,4.915,4.59,4.895,4.895,59715600
5/5/2023,5.01,5.17,4.99,5.16,5.16,40830500
5/8/2023,5.18,5.49,5.18,5.47,5.47,39933900
5/9/2023,5.35,5.55,5.34,5.41,5.41,26785200
5/10/2023,5.58,5.6,5.38,5.48,5.48,28624400
5/11/2023,5.44,5.44,5.12,5.14,5.14,36075600
5/12/2023,5.17,5.22,4.925,5.02,5.02,44397600
5/15/2023,4.68,4.84,4.45,4.77,4.77,103290700
5/16/2023,4.79,4.82,4.61,4.76,4.76,38510800
5/17/2023,4.76,4.98,4.69,4.96,4.96,42730500
5/18/2023,4.98,5.135,4.92,5.07,5.07,35183400
5/19/2023,5.07,5.13,4.91,4.93,4.93,25737600
5/22/2023,4.99,5.34,4.92,5.26,5.26,42509300
5/23/2023,5.24,5.49,5.22,5.29,5.29,43878300
5/24/2023,5.2,5.33,5.13,5.31,5.31,23887800
5/25/2023,5.39,5.4,5.09,5.21,5.21,24474900
5/26/2023,5.24,5.48,5.22,5.41,5.41,26982900
5/30/2023,5.81,6.05,5.59,6.03,6.03,68003300
5/31/2023,6.2,7.02,6.1,6.94,6.94,152429200
6/1/2023,6.71,7.26,6.63,6.82,6.82,108760600
6/2/2023,7.11,7.11,6.71,7.03,7.03,63316100
6/5/2023,7.12,7.6,7.075,7.25,7.25,69556200
6/6/2023,7.18,7.755,7.14,7.65,7.65,56839700
6/7/2023,7.86,8,7.64,7.74,7.74,60872200
6/8/2023,7.69,8.2,7.66,8.12,8.12,66988400
6/9/2023,8.25,8.81,8.11,8.18,8.18,84720300
6/12/2023,8.46,9.3,8.4,9.16,9.16,117905100
6/13/2023,9.54,9.61,8.89,9.54,9.54,108293500
6/14/2023,9.79,10.23,9.29,9.74,9.74,128420300
6/15/2023,9.18,9.58,8.88,9.55,9.55,97639300
6/16/2023,8.91,9.18,8.5,8.6,8.6,107236500
6/20/2023,8.31,8.64,8.2,8.59,8.59,49114900
6/21/2023,8.51,8.77,8.34,8.63,8.63,37733600
6/22/2023,8.54,8.69,8.35,8.49,8.49,30149500
6/23/2023,7.91,8.29,7.71,8.28,8.28,62118500
6/26/2023,8.24,8.66,8.14,8.2,8.2,33526600
6/27/2023,8.33,8.72,8.32,8.64,8.64,39402300
6/28/2023,8.59,9.09,8.58,8.87,8.87,36374400
6/29/2023,9.07,9.28,8.6,8.71,8.71,42722400
6/30/2023,8.92,9.41,8.32,8.34,8.34,98034000
7/3/2023,8.36,8.64,8.35,8.52,8.52,26842000
7/5/2023,8.49,8.68,8.31,8.38,8.38,26954600
7/6/2023,8.23,8.26,7.855,8.1,8.1,38013800
7/7/2023,8.09,8.3,8.03,8.05,8.05,22681400
7/10/2023,8.1,8.72,8.04,8.71,8.71,38750100
7/11/2023,8.81,9.2,8.75,9.07,9.07,52586400
7/12/2023,9.34,9.39,9,9.2,9.2,41158600
7/13/2023,8.92,9.24,8.77,9.16,9.16,43361100
7/14/2023,9.22,9.45,8.94,9.08,9.08,38350800
7/17/2023,9.04,9.805,8.99,9.48,9.48,48308500
